country,name,full_name,tag,id,symbol,currency,class,market
germany,Euro Stoxx 50,Euro Stoxx 50,eu-stoxx50,175,STOXX50E,EUR,major_indices,world_indices
greece,FTSE/Athex 20,FTSE/ATHEX Large Cap,ftse-ase---20,49610,ATF,EUR,additional_indices,world_indices
greece,DJ Greece USD,Dow Jones Greece USD,dj-greece-usd,954699,GRDOWD,USD,major_indices,global_indices
greece,DJ Greece,Dow Jones Greece,dj-greece,954698,GRDOW,EUR,major_indices,global_indices
greece,MSCI Greece,MSCI Greece,msci-greece,942916,MIGR00000PEU,EUR,major_indices,global_indices
greece,Athens General Composite,Athens General Composite,athens-general,961613,ATG,EUR,major_indices,world_indices
hong kong,MSCI Hong Kong,MSCI Hong Kong,msci-hong-kong,942895,MIHK00000PHK,HKD,major_indices,global_indices
hong kong,DJ Hong Kong,Dow Jones Hong Kong,dj-hong-kong,954700,HKDOW,HKD,major_indices,global_indices
hong kong,DJ Hong Kong Titans 30,Dow Jones Hong Kong Titans 30,dj-hong-kong-titans-30,954859,XLHK,HKD,major_indices,global_indices
hong kong,DJ Hong Kong USD,Dow Jones Hong Kong USD,dj-hong-kong-usd,954701,HKDOWD,USD,additional_indices,global_indices
hong kong,Hang Seng CCI,Hang Seng China Affiliated Corps (CCI),hang-seng-china-affiliated,38013,HSCC,HKD,additional_indices,world_indices
hong kong,FTSE China 50,FTSE China 50,ftse-china-25,28933,FTXIN25,HKD,additional_indices,world_indices
hong kong,FTSE CHI Hong Kong,FTSE CHI Hong Kong,ftse-chi-hong-kong,28881,FTQDII1,HKD,additional_indices,world_indices
hong kong,Hang Seng CEI,Hang Seng China Enterprise (CEI),hang-seng-china-enterprises,38012,HSCE,HKD,additional_indices,world_indices
hong kong,Hang Seng,Hang Seng,hang-sen-40,179,HSI,HKD,major_indices,world_indices
hong kong,FTSE EPRA/NAREIT Hong Kong,FTSE EPRA/NAREIT Hong Kong,ftse-epra-nareit-hong-kong,28882,FTELHK,HKD,additional_indices,world_indices
hungary,Budapest SE,Budapest SE,hungary-stock-market,38014,BUX,HUF,major_indices,world_indices
hungary,MSCI Hungary,MSCI Hungary,msci-hungary,942918,MIHU00000PHU,HUF,major_indices,global_indices
hungary,BUMIX,BUMIX,bumix,49598,BUMIX,HUF,additional_indices,world_indices
hungary,FTSE Hungary,FTSE Hungary,ftse-hungary,28888,FTWIHUNL,HUF,additional_indices,world_indices
hungary,HTX (EUR),HTX (EUR),htx-(eur),49601,HTXEUR,HUF,additional_indices,world_indices
hungary,HTX (HUF),HTX (HUF),htx-(huf),49600,HTL,HUF,additional_indices,world_indices
hungary,HTX (USD),HTX (USD),htx-(usd),49599,HTXUSD,HUF,additional_indices,world_indices
iceland,OMX Iceland Small Cap PI,OMX Iceland Small Cap PI,omx-iceland-small-cap-pi,25883,OMXISCPI,ISK,additional_indices,world_indices
iceland,OMX Iceland 6 PI ISK,OMX Iceland 6 PI ISK,omx-iceland-6-pi-isk,25885,OMXI8,ISK,additional_indices,world_indices
iceland,ICEX Main,ICEX Main,omx-iceland-all-share,25887,OMXIPI,ISK,major_indices,world_indices
iceland,OMX Iceland Mid Cap PI,OMX Iceland Mid Cap PI,omx-iceland-mid-cap-pi,25884,OMXIMCPI,ISK,additional_indices,world_indices
iceland,ICEX All Share Total Return,ICEX All Share Total Return,icex-all-share-total-return,49634,OMXIGI,ISK,additional_indices,world_indices
india,India VIX,India VIX,india-vix,17942,NIFVIX,INR,additional_indices,world_indices
india,Nifty 200,Nifty 200,cnx-200,17949,NIFTY200,INR,additional_indices,world_indices
india,Nifty 50 USD,Nifty 50 USD,s-p-cnx-defty,17944,NSED,INR,additional_indices,world_indices
india,Nifty 50 Value 20,Nifty 50 Value 20,nv20,954869,NV20,INR,additional_indices,world_indices
india,Nifty 500,Nifty 500,s-p-cnx-500,17945,NIFTY500,INR,additional_indices,world_indices
india,NIFTY Midcap 100,NIFTY Midcap 100,cnx-midcap,17946,NIFMDCP100,INR,additional_indices,world_indices
india,Nifty Midcap 50,Nifty Midcap 50,nifty-midcap-50,17947,NIMDCP50,INR,additional_indices,world_indices
india,Nifty Next 50,Nifty Next 50,cnx-nifty-junior,17941,NN50,INR,additional_indices,world_indices
india,NIFTY Smallcap 100,NIFTY Smallcap 100,cnx-smallcap,17948,NIFSMCP100,INR,additional_indices,world_indices
india,Nifty 100,Nifty 100,cnx-100,17943,NIFTY100,INR,additional_indices,world_indices
india,BSE Sensex,BSE Sensex 30,sensex,39929,BSESN,INR,major_indices,world_indices
india,Nifty 50,Nifty 50,s-p-cnx-nifty,17940,NSEI,INR,major_indices,world_indices
india,Nifty Smallcap 250,Nifty Smallcap 250,nifty-smallcap-250,1141645,NISM250,INR,additional_indices,world_indices
india,S&P BSE ALLCAP,S&P BSE ALLCAP,s-p-bse-allcap,1116121,SPBSAIP,INR,additional_indices,world_indices
india,BSE SmallCap,S&P BSE SmallCap,s-p-bse-smallcap,39937,SPBSESC,INR,additional_indices,world_indices
india,BSE MidCap,S&P BSE Mid Cap,s-p-bse-mid-cap,39936,SPBSEMC,INR,additional_indices,world_indices
india,S&P BSE-500,S&P BSE-500,s-p-bse-500,39935,BSE500,INR,additional_indices,world_indices
india,S&P BSE-200,S&P BSE-200,s-p-bse-200,39934,BSE200,INR,additional_indices,world_indices
india,S&P BSE-100,S&P BSE-100,s-p-bse-100,39933,BSE100,INR,additional_indices,world_indices
india,BNY Mellon India ADR,BNY Mellon India ADR,bny-india-adr,955968,BKIN,USD,additional_indices,global_indices
india,DJ Islamic Market India USD,Dow Jones Islamic Market India USD,dj-islamic-market-india-usd,954475,DJIMIND,USD,additional_indices,global_indices
india,DJ Islamic Market India INR,Dow Jones Islamic Market India INR,dj-islamic-market-india-inr,954474,DJIMIN,INR,additional_indices,global_indices
india,TR India 50,Thomson Reuters India 50,thomson-reuters-india-50,941632,TRX50INP,INR,additional_indices,global_indices
india,MSCI India Net USD,MSCI India Net USD,msci-india-net-usd,951342,MIIN00000NUS,USD,major_indices,global_indices
india,MSCI India,MSCI India,msci-india,942919,MIIN00000PIN,INR,major_indices,global_indices
india,BNY Mellon India ADR TR,BNY Mellon India ADR Total Return,bny-india-adr-tr,956060,BKINT,USD,additional_indices,global_indices
india,BNY Mellon India DR TR,BNY Mellon India DR Total Return,bny-india-dr-tr,956086,BKDINT,USD,additional_indices,global_indices
indonesia,IDX Composite,Jakarta Stock Exchange Composite Index,idx-composite,29049,JKSE,IDR,major_indices,world_indices
indonesia,BNY Indonesia Classic ADR TR,BNY Mellon Indonesia Classic ADR TR,bny-indonesia-adr-tr,956062,BKCIDTR,USD,additional_indices,global_indices
indonesia,BNY Indonesia Classic ADR,BNY Mellon Indonesia Classic ADR,bny-indonesia-adr,955981,BKCID,USD,additional_indices,global_indices
indonesia,TR Indonesia 50,Thomson Reuters Indonesia 50,thomson-reuters-indonesia-50,941630,TRX50IDP,IDR,additional_indices,global_indices
indonesia,DJ Indonesia USD,Dow Jones Indonesia USD,dj-indonesia-usd,954703,IDDOWD,USD,major_indices,global_indices
indonesia,DJ Indonesia,Dow Jones Indonesia,dj-indonesia,954702,IDDOW,IDR,major_indices,global_indices
indonesia,MSCI Indonesia Net USD,MSCI Indonesia Net USD,msci-indonesia-net-usd,951341,MIID00000NUS,USD,major_indices,global_indices
indonesia,MSCI Indonesia,MSCI Indonesia,msci-indonesia,942920,MIID00000PID,IDR,major_indices,global_indices
indonesia,IDX LQ45,Jakarta Stock Exchange LQ45,jakarta-lq45,29046,JKLQ45,IDR,additional_indices,world_indices
indonesia,IDX PEFINDO-25,IDX PEFINDO-25,pefindo-25,29048,JKPEF25,IDR,additional_indices,world_indices
indonesia,IDX Kompas 100,IDX Kompas 100,kompas-100,29047,JKKM100,IDR,additional_indices,world_indices
indonesia,FTSE Indonesia,FTSE Indonesia,ftse-indonesia,29045,FTWIIDNL,IDR,additional_indices,world_indices
iraq,ISX Main 60,ISX Main 60,isx-main-60,993158,ISX60,IQD,major_indices,world_indices
ireland,ISEQ Small Capital,ISEQ Small Capital,iseq-small-capital,49651,ISCI,EUR,additional_indices,world_indices
ireland,FTSE Ireland,FTSE Ireland,ftse-ireland,29067,FTWIIRLE,EUR,additional_indices,world_indices
ireland,ISEQ 20 Price,ISEQ 20 Price,iseq-20-price,49653,IETP,EUR,additional_indices,world_indices
ireland,ISEQ Overall,ISEQ Overall,iseq-overall,49648,ISEQ,EUR,major_indices,world_indices
ireland,ISEQ General,ISEQ General,iseq-general,49650,IGEN,EUR,additional_indices,world_indices
ireland,BNY Mellon Ireland ADR TR,BNY Mellon Ireland ADR Total Return,bny-ireland-adr-tr,956082,BKIET,USD,additional_indices,global_indices
ireland,BNY Mellon Ireland Classic ADR TR,BNY Mellon Ireland Classic ADR Total Return,bny-ireland-classic-adr-tr,956111,BKCIET,USD,additional_indices,global_indices
ireland,BNY Mellon Ireland Classic ADR,BNY Mellon Ireland Classic ADR,bny-ireland-classic-adr,956010,BKCIE,USD,additional_indices,global_indices
ireland,BNY Mellon Ireland ADR,BNY Mellon Ireland ADR,bny-ireland-adr,955980,BKIE,USD,additional_indices,global_indices
ireland,DJ Ireland USD,Dow Jones Ireland USD,dj-ireland-usd,954705,IEDOWD,USD,major_indices,global_indices
ireland,DJ Ireland,Dow Jones Ireland,dj-ireland,954704,IEDOW,EUR,major_indices,global_indices
ireland,MSCI Ireland,MSCI Ireland,msci-ireland,942906,MIIE00000PEU,EUR,major_indices,global_indices
israel,BNY Mellon Israel ADR,BNY Mellon Israel ADR,bny-israel-adr,955991,BKIL,USD,additional_indices,global_indices
israel,MSCI Israel,MSCI Israel,msci-israel,942892,MIIL00000PUS,USD,major_indices,global_indices
israel,BNY Mellon Israel ADR TR,BNY Mellon Israel ADR Total Return,bny-israel-adr-tr,956064,BKILT,USD,additional_indices,global_indices
israel,TASE VIX VTA35,Tel Aviv Volatility Index VTA35,tase-vta35,1141703,VTA35,ILS,additional_indices,world_indices
israel,TA 60 SME,TA 60 SME,ta50ytr,10530,TA60SME,ILS,additional_indices,world_indices
israel,TA Growth,TA Growth,taytr,10528,TAGROWTH,ILS,additional_indices,world_indices
israel,TA Allshare,TA Allshare,ta-composite,15291,TAALLSHARE,ILS,additional_indices,world_indices
israel,TA 90,TA 90,ta75,10531,TA90,ILS,additional_indices,world_indices
israel,TA 125,TA 125,ta100,10527,TA125,ILS,additional_indices,world_indices
israel,TA 35,TA 35,ta25,10529,TA35,ILS,major_indices,world_indices
italy,FTSE MIB,FTSE MIB,it-mib-40,177,FTMIB,EUR,major_indices,world_indices
italy,FTSE Italia All Share,FTSE Italia All Share,ftse-italia-all-share,27487,FTITLMS,EUR,additional_indices,world_indices
italy,FTSE IT Mid Cap,FTSE Italia Mid Cap,ftse-italia-mid-cap,27485,FTITMC,EUR,additional_indices,world_indices
italy,MSCI Italy,MSCI Italy,msci-italy,942898,MIIT00000PEU,EUR,major_indices,global_indices
italy,MSCI Italy Net EUR,MSCI Italy Net EUR,msci-italy-net-eur,951343,MIIT00000NEU,EUR,major_indices,global_indices
italy,DJ Italy Titans 30,Dow Jones Italy Titans 30 EUR,dj-italy-titans-30-eur,954711,IT30,EUR,major_indices,global_indices
italy,DJ Italy,Dow Jones Italy,dj-italy,954713,ITDOW,EUR,major_indices,global_indices
italy,DJ Italy USD,Dow Jones Italy USD,dj-italy-usd,954714,ITDOWD,USD,major_indices,global_indices
italy,TR Italy 50,Thomson Reuters Italy 50,thomson-reuters-italy-50,941635,TRX50ITP,EUR,additional_indices,global_indices
italy,FTSE MIB Net TR TR,FTSE MIB Net TR TR,ftse-mib-net-tr-tr,951257,TRIFTSEMIBN,EUR,additional_indices,global_indices
italy,DJ Italy Titans 30 USD,Dow Jones Italy Titans 30 USD,dj-italy-titans-30-usd,954712,IT30D,USD,additional_indices,global_indices
italy,BNY Mellon Italy ADR,BNY Mellon Italy ADR,bny-italy-adr,955990,BKIY,USD,additional_indices,global_indices
italy,BNY Mellon Italy Classic ADR,BNY Mellon Italy Classic ADR,bny-italy-classic-adr,956021,BKCIT,USD,additional_indices,global_indices
italy,BNY Mellon Italy ADR TR,BNY Mellon Italy ADR Total Return,bny-italy-adr-tr,956065,BKIYT,USD,additional_indices,global_indices
italy,BNY Mellon Italy Classic ADR TR,BNY Mellon Italy Classic ADR Total Return,bny-italy-classic-adr-tr,956107,BKCITT,USD,additional_indices,global_indices
italy,FTSE IT Small Cap,FTSE Italia Small Cap,ftse-italia-small-cap,27486,FTITSC,EUR,additional_indices,world_indices
italy,Italy 40,Investing.com Italy 40,investing.com-italy-40,956499,invit40,EUR,additional_indices,world_indices
italy,FTSE MIB TR EUR,FTSE MIB TR EUR,ftse-mib-tr-eur,951248,TFTMIBE,EUR,additional_indices,world_indices
ivory coast,BRVM 10,BRVM 10,brvm-10,980229,BRVM10CI,XOF,major_indices,world_indices
ivory coast,BRVM Composite,BRVM Composite,brvm-composite,980228,BRVMCI,XOF,additional_indices,world_indices
jamaica,JSE All Jamaican Composite,JSE All Jamaican Composite,jse-all-jamaican-composite,995081,JSEAJC,JMD,additional_indices,world_indices
jamaica,JSE Market,JSE Market,jse-market,995078,JSEMI,JMD,major_indices,world_indices
japan,BNY Mellon Japan Classic ADR,BNY Mellon Japan Classic ADR,bny-japan-classic-adr,956017,BKCJP,USD,additional_indices,global_indices
japan,BNY Mellon Japan ADR,BNY Mellon Japan ADR,bny-japan-adr,955967,BKJP,USD,additional_indices,global_indices
japan,TR Japan 50,Thomson Reuters Japan 50,thomson-reuters-japan-50,941633,TRX50JPP,JPY,additional_indices,global_indices
japan,BNY Mellon Japan ADR TR,BNY Mellon Japan ADR Total Return,bny-japan-adr-tr,956046,BKJPT,USD,additional_indices,global_indices
japan,FTSE Japan,FTSE Japan,ftse-japan-chf,961588,FTWIJPNC,CHF,major_indices,global_indices
japan,DJ Japan USD,Dow Jones Japan USD,dj-japan-usd,954716,JPDOWD,USD,major_indices,global_indices
japan,DJ Japan,Dow Jones Japan,dj-japan,954715,JPDOW,JPY,major_indices,global_indices
japan,MSCI Japan Net USD,MSCI Japan Net USD,msci-japan-net-usd,951345,MIJP00000NUS,USD,major_indices,global_indices
japan,MSCI Japan Net JPY,MSCI Japan Net JPY,msci-japan-net-jpy,951344,MIJP00000NJP,JPY,major_indices,global_indices
japan,BNY Mellon Japan Classic ADR TR,BNY Mellon Japan Classic ADR Total Return,bny-japan-classic-adr-tr,956140,BKCJPT,USD,additional_indices,global_indices
japan,Topix 1000,Topix 1000,topix-1000,976403,TOPX1000,JPY,additional_indices,world_indices
japan,Topix 500,Topix 500,topix-500,976406,TOPX500,JPY,additional_indices,world_indices
japan,TOPIX Composite,TOPIX Composite,topix-composite,976415,TOPXCOM,JPY,additional_indices,world_indices
japan,Topix 100,Topix 100,topix-100,976402,TOPX100,JPY,additional_indices,world_indices
japan,TOPIX,TOPIX,topix,41042,TOPX,JPY,additional_indices,world_indices
japan,Nikkei JQ Average,Nikkei JQ Average,nikkei-jq-average,28870,NOTC,JPY,additional_indices,world_indices
japan,Nikkei Volatility,Nikkei Volatility,nikkei-volatility,28878,JNIV,JPY,additional_indices,world_indices
japan,JASDAQ,JASDAQ,jasdaq,976388,JSD,JPY,additional_indices,world_indices
japan,JASDAQ 20,JASDAQ 20,jasdaq-20,976389,JSD20,JPY,additional_indices,world_indices
japan,JPX-Nikkei 400,JPX-Nikkei 400,jpx-nikkei-400,50641,JPXNK400,JPY,additional_indices,world_indices
japan,Nikkei 1000,Nikkei 1000,nikkei-1000,50632,N1000,JPY,additional_indices,world_indices
japan,Nikkei 300,Nikkei 300,nikkei-300,50630,N300,JPY,additional_indices,world_indices
japan,Nikkei 500,Nikkei 500,nikkei-500,50631,N500,JPY,additional_indices,world_indices
japan,Nikkei 225,Nikkei 225,japan-ni225,178,N225,JPY,major_indices,world_indices
jordan,MSCI Jordan,MSCI Jordan,msci-jordan,942931,MIJO00000PJO,JOD,major_indices,global_indices
jordan,Amman SE AllShare,Amman SE AllShare,amman-se-allshare,29090,AMMAN,JOD,additional_indices,world_indices
jordan,Amman SE General,Amman SE General,amgnrlx,12259,AMGNRLX,JOD,major_indices,world_indices
kazakhstan,KASE,KASE,kase,993152,KASE,KZT,major_indices,world_indices
kenya,Nairobi All Share,Nairobi All Share,nairobi-all-share,37429,NASI,KES,additional_indices,world_indices
kenya,FTSE NSE Kenya 25,FTSE NSE Kenya 25,ftse-nse-kenya-25,29071,FTFNKEN2,KES,additional_indices,world_indices
kenya,FTSE NSE Kenya 15,FTSE NSE Kenya 15,ftse-nse-kenya-15,29070,FTFNKEN1,KES,additional_indices,world_indices
kenya,Kenya NSE 20,Kenya NSE 20,kenya-nse-20,37428,NSE20,KES,major_indices,world_indices
latvia,DJ Latvia Total Market,DJ Latvia Total Market,dj-latvia-total-market-(lvl),41125,DWLI,,additional_indices,world_indices
lebanon,Beirut Stock,Beirut Stock,beirut-stk-ix,14525,BPSI,USD,additional_indices,world_indices
lebanon,BDL STOCK IX,BDL STOCK IX,bdl-stock-ix,14524,BDLSI,USD,additional_indices,world_indices
lebanon,BLOM Stock,BLOM Stock,blom-stk-idx,14523,BLSI,USD,major_indices,world_indices
lithuania,DJ Lithuania Total Market (EUR),DJ Lithuania Total Market (EUR),dj-lithuania-total-market-(eur),41129,DWLU,LTL,additional_indices,world_indices
malaysia,MSCI Malaysia Net USD,MSCI Malaysia Net USD,msci-malaysia-net-usd,951359,MIMY00000NUS,USD,major_indices,global_indices
malaysia,MSCI Malaysia,MSCI Malaysia,msci-malaysia,942922,MIMY00000PMY,MYR,major_indices,global_indices
malaysia,DJ Malaysia USD,Dow Jones Malaysia USD,dj-malaysia-usd,954724,MYDOWD,USD,major_indices,global_indices
malaysia,KLCI,FTSE Malaysia KLCI,ftse-malaysia-klci,29078,KLSE,MYR,major_indices,world_indices
malaysia,DJ Malaysia,Dow Jones Malaysia,dj-malaysia,954723,MYDOW,MYR,major_indices,global_indices
malaysia,Malaysia ACE,FTSE Bursa Malaysia ACE,ftse-malaysia-ace,29075,FTFBMMES,MYR,additional_indices,world_indices
malaysia,FTSE BM Mid 70,FTSE Bursa Malaysia Mid 70,ftse-malaysia-mid-70,29076,FTFBM70,MYR,additional_indices,world_indices
malaysia,Malaysia Top 100,FTSE Bursa Malaysia Top 100,ftse-malaysia-top-100,29077,FTFBM100,MYR,additional_indices,world_indices
malaysia,FTSE Malaysia,FTSE Malaysia,ftse-malaysia,29074,FTWIMALL,MYR,additional_indices,world_indices
malta,MSE,MSE,mse,1029190,MSE,EUR,major_indices,world_indices
mauritius,Semdex,Semdex,semdex,41159,MDEX,MUR,major_indices,world_indices
mexico,BNY Mellon Mexico Classic ADR,BNY Mellon Mexico Classic ADR,bny-mexico-classic-adr,956053,BKCMX,USD,additional_indices,global_indices
mexico,BNY Mellon Mexico ADR TR,BNY Mellon Mexico ADR Total Return,bny-mexico-adr-tr,956063,BKMXT,USD,additional_indices,global_indices
mexico,BNY Mellon Mexico ADR,BNY Mellon Mexico ADR,bny-mexico-adr,955975,BKMX,USD,additional_indices,global_indices
mexico,DJ Mexico USD,Dow Jones Mexico USD,dj-mexico-usd,954722,MXDOWD,USD,major_indices,global_indices
mexico,DJ Mexico,Dow Jones Mexico,dj-mexico,954721,MXDOW,MXN,major_indices,global_indices
mexico,MSCI Mexico,MSCI Mexico,msci-mexico,942923,MIMX00000PUS,USD,major_indices,global_indices
mexico,BNY Mellon Mexico Classic ADR TR,BNY Mellon Mexico Classic ADR Total Return,bny-mexico-classic-adr-tr,956105,BKCMXT,USD,additional_indices,global_indices
mexico,FTSE BIVA Real Time Price,FTSE BIVA Real Time Price Index,ftse-biva-real-time-price-index,1089645,FTFTBIVA,MXN,major_indices,world_indices
mexico,S&P/BMV IPC CompMx,S&P/BMV IPC CompMx,mxse--ipc-composite,27269,MXXCP,MXN,additional_indices,world_indices
mexico,S&P/BMV IMC30,S&P/BMV MidCap Select 30,mxse-midcap-30,27277,IMC30,MXN,additional_indices,world_indices
mexico,S&P/BMV IPC,S&P/BMV IPC,ipc,27254,MXX,MXN,major_indices,world_indices
mexico,S&P/BMV INMEX,S&P/BMV INMEX,inmex,27268,INMX,MXN,additional_indices,world_indices
mongolia,MNE Top 20,MNE Top 20,mne-top-20,1006455,MNETOP20,MNT,major_indices,world_indices
montenegro,MONEX,MONEX,monex,1006457,MONEX,EUR,additional_indices,world_indices
montenegro,MNSE 10,MNSE 10,mnse-10,1006456,MNSE10,EUR,major_indices,world_indices
morocco,Moroccan All Shares,Moroccan All Shares,masi,13228,MASI,MAD,major_indices,world_indices
morocco,MADEX,MADEX,madex,19115,MADX,MAD,additional_indices,world_indices
morocco,FTSE CSE Morocco All-Liquid,FTSE CSE Morocco All-Liquid,ftse-cse-morocco-all-liquid,28905,FTFCSELIQ,MAD,additional_indices,world_indices
morocco,MSCI Morocco,MSCI Morocco,msci-morocco,942932,MIMA00000PMA,MAD,major_indices,global_indices
morocco,FTSE CSE Morocco 15,FTSE CSE Morocco 15,ftse-cse-morocco-15,28904,FTFCSE,MAD,additional_indices,world_indices
namibia,NSX,FTSE NSX Overall,ftse-namibian-overall,961537,FTN098,NAD,major_indices,world_indices
namibia,NSX Local,FTSE NSX Local,ftse-namibian-local,961538,FTN099,NAD,additional_indices,world_indices
netherlands,MSCI Netherlands Net EUR,MSCI Netherlands Net EUR,msci-netherlands-net-eur,951362,MINL00000NEU,EUR,major_indices,global_indices
netherlands,AMX,AMX,amx-index,14862,AMX,EUR,additional_indices,world_indices
netherlands,AMS Small Cap,AMS Small Cap,ams-small-cap-index,14863,ASCX,EUR,additional_indices,world_indices
netherlands,AEX Volatility,AEX Volatility,aex-volatility,19629,VAEX,EUR,additional_indices,world_indices
netherlands,AEX All Share,AEX All Share,ams-all-share-index,14861,AAX,EUR,additional_indices,world_indices
netherlands,AEX,AEX,netherlands-25,168,AEX,EUR,major_indices,world_indices
netherlands,MSCI Netherlands,MSCI Netherlands,msci-netherlands,942901,MINL00000PEU,EUR,major_indices,global_indices
netherlands,AMX Gross,AMX Gross,amx-gross,951267,AMXGR,EUR,additional_indices,global_indices
netherlands,AEX Gross TR,AEX Gross TR,aex-gross-tr,951265,AEXGR,EUR,additional_indices,global_indices
netherlands,AEX NR,AEX NR,aex-nr,951266,AEXNR,EUR,additional_indices,global_indices
netherlands,DJ Netherlands,Dow Jones Netherlands,dj-netherlands,954727,NLDOW,EUR,major_indices,global_indices
netherlands,DJ Netherlands Titans 30 EUR,Dow Jones Netherlands Titans 30 EUR,dj-netherlands-titans-30-eur,954725,NL30,EUR,additional_indices,global_indices
netherlands,BNY Mellon Netherlands ADR,BNY Mellon Netherlands ADR,bny-netherlands-adr,955986,BKNL,USD,additional_indices,global_indices
netherlands,BNY Mellon Netherlands Classic ADR,BNY Mellon Netherlands Classic ADR,bny-netherlands-classic-adr,956056,BKCNL,USD,additional_indices,global_indices
netherlands,BNY Mellon Netherlands ADR TR,BNY Mellon Netherlands ADR Total Return,bny-netherlands-adr-tr,956078,BKNLT,USD,additional_indices,global_indices
netherlands,BNY Mellon Netherlands Classic ADR TR,BNY Mellon Netherlands Classic ADR Total Return,bny-netherlands-classic-adr-tr,956158,BKCNLT,USD,additional_indices,global_indices
netherlands,DJ Netherlands Titans 30 USD,Dow Jones Netherlands Titans 30 USD,dj-netherlands-titans-30-usd,954726,NL30D,USD,additional_indices,global_indices
new zealand,MSCI New Zealand,MSCI New Zealand,msci-new-zealand,942910,MINZ00000PNZ,NZD,major_indices,global_indices
new zealand,NZX MidCap,NZX MidCap,nzx-midcap,41148,NZMC,NZD,major_indices,world_indices
new zealand,NZX 50,NZX 50,nzx-50,41146,NZ50,NZD,major_indices,world_indices
new zealand,DJ New Zealand,Dow Jones New Zealand,dow-jones-new-zealand,41141,NZDOW,NZD,additional_indices,world_indices
new zealand,DJ New Zealand (USD),Dow Jones New Zealand (USD),dow-jones-new-zealand-(usd),41142,NZDOWD,NZD,additional_indices,world_indices
new zealand,NZX All,NZX All,nzx-all,41147,NZCI,NZD,additional_indices,world_indices
new zealand,NZX SmallCap,NZX SmallCap,nzx-smallcap,41150,NZSC,NZD,additional_indices,world_indices
new zealand,S&P/NZAX All Price,S&P/NZAX All Price,nzax-all-price,1096456,NZAUC,NZD,additional_indices,world_indices
nigeria,NSE 30,NSE 30,nse-30,101797,NGSE30,NGN,major_indices,world_indices
nigeria,NSE All Share,NSE All Share,nse-all-share,101796,NGSEINDEX,NGN,additional_indices,world_indices
norway,MSCI Norway,MSCI Norway,msci-norway,942907,MINO00000PNO,NOK,major_indices,global_indices
norway,OBX Price,OBX Price,obx-price,49476,OBXP,NOK,additional_indices,world_indices
norway,Oslo All Share,Oslo All Share,oslo-all-share,49497,OSEAX,NOK,additional_indices,world_indices
norway,DJ Norway,Dow Jones Norway,dj-norway,954729,NODOW,NOK,major_indices,global_indices
norway,DJ Norway USD,Dow Jones Norway USD,dj-norway-usd,954730,NODOWD,USD,major_indices,global_indices
norway,OMX Oslo 20,OMX Oslo 20,omx-oslo-20,40040,OMXO20PI,NOK,additional_indices,world_indices
norway,OSE Benchmark,OSE Benchmark,ose-benchamrk,14603,OSEBX,NOK,major_indices,world_indices
norway,BNY Mellon Norway Classic ADR TR,BNY Mellon Norway Classic ADR Total Return,bny-norway-classic-adr-tr,956122,BKCNOT,USD,additional_indices,global_indices
norway,BNY Mellon Norway Classic ADR,BNY Mellon Norway Classic ADR,bny-norway-classic-adr,956080,BKCNO,USD,additional_indices,global_indices
norway,Oslo OBX,Oslo OBX,oslo-obx,44400,OBX,NOK,major_indices,world_indices
oman,MSM 30,MSM 30,msi,13384,MSI,OMR,major_indices,world_indices
oman,MSCI Oman,MSCI Oman,msci-oman,942933,MIOM00000POM,OMR,major_indices,global_indices
pakistan,MSCI Pakistan,MSCI Pakistan,msci-pakistan,942934,MIPK00000PPK,PKR,major_indices,global_indices
pakistan,Karachi 100,Karachi 100,karachi-100,49677,KSE,PKR,major_indices,world_indices
pakistan,KMI All Shares,All Shares Islamic Index of Pakistan,kmi-all-shares,977729,KMIAS,PKR,additional_indices,world_indices
pakistan,FTSE Pakistan,FTSE Pakistan,ftse-pakistan,29146,FTWIPAKL,PKR,additional_indices,world_indices
pakistan,Karachi 30,Karachi 30,karachi-30,49679,KSE30,PKR,additional_indices,world_indices
pakistan,Karachi All Share,Karachi All Share,karachi-all-share,49678,KSI,PKR,additional_indices,world_indices
pakistan,Karachi Meezan 30,Karachi Meezan 30,karachi-meezan-30,945503,KMI30,PKR,additional_indices,world_indices
palestine,Al-Quds,Al-Quds,ple,13009,PLE,JOD,major_indices,world_indices
peru,S&P Lima Select,S&P Lima Select,lima-stock-exchange-select,49681,SPBL25PT,PEN,additional_indices,world_indices
peru,S&P Lima Corporate Gov,S&P Lima Corporate Gov,s-p-lima-corporate-gov,951728,SPBLBGPT,PEN,additional_indices,world_indices
peru,FTSE Peru,FTSE Peru,ftse-peru,29147,FTWIPERL,PEN,additional_indices,world_indices
peru,MSCI Peru,MSCI Peru,msci-peru,942924,MIPE00000PUS,USD,major_indices,global_indices
peru,S&P Lima General,S&P Lima General,lima-stock-exchange-general,49680,SPBLPGPT,PEN,major_indices,world_indices
peru,S&P Peru Select,S&P Peru Select,s-p-peru-select,953153,SPBLPSPT,PEN,additional_indices,world_indices
philippines,PSEi Composite,PSEi Composite,psei-composite,49692,PSI,PHP,major_indices,world_indices
philippines,FTSE Philippines,FTSE Philippines,ftse-philippines,29148,FTWIPHLL,PHP,additional_indices,world_indices
philippines,DJ Philippines,Dow Jones Philippines,dj-philippines,954741,PHDOW,PHP,major_indices,global_indices
philippines,MSCI Philippines,MSCI Philippines,msci-philippines,942925,MIPH00000PPH,PHP,major_indices,global_indices
