country,name,full_name,tag,id,symbol,currency,class,market
philippines,PHS All Shares,PHS All Shares,phs-all-shares,49693,PSAL,PHP,additional_indices,world_indices
poland,WIG30,WIG30,wig30,41044,WIG30,PLN,major_indices,world_indices
poland,WIG20,WIG20,wig-20,14602,WIG20,PLN,major_indices,world_indices
poland,MSCI Poland,MSCI Poland,msci-poland,942926,MIPL00000PPL,PLN,major_indices,global_indices
poland,MSCI Poland NR USD,MSCI Poland NR USD,msci-poland-nr-usd,951367,MIPL00000NUS,USD,additional_indices,global_indices
poland,sWIG80,sWIG80,wig-80,37660,SWIG80,PLN,additional_indices,world_indices
poland,WIG,WIG,wig,37662,WIG,PLN,additional_indices,world_indices
poland,mWIG40,mWIG40,wig-40,37656,MWIG40,PLN,additional_indices,world_indices
portugal,PSI All Share GR,PSI All Share Gross Return,psi-general,14823,BVLG,EUR,additional_indices,world_indices
portugal,PSI 20,PSI 20,psi-20,14600,PSI20,EUR,major_indices,world_indices
portugal,MSCI Portugal,MSCI Portugal,msci-portugal,942911,MIPT00000PEU,EUR,major_indices,global_indices
portugal,DJ Portugal,Dow Jones Portugal,dj-portugal,954743,PTDOW,EUR,major_indices,global_indices
portugal,DJ Portugal USD,Dow Jones Portugal USD,dj-portugal-usd,954744,PTDOWD,USD,major_indices,global_indices
qatar,QE All Shares,QE All Shares,qe-all-shares,40038,QEAS,QAR,additional_indices,world_indices
qatar,FTSE NASDAQ Qatar 10,FTSE NASDAQ Qatar 10,ftse-nasdaq-dubai-10,28894,FTDQAT,USD,additional_indices,world_indices
qatar,QE General,QE General,qsi,13185,QSI,QAR,major_indices,world_indices
qatar,MSCI Qatar,MSCI Qatar,msci-qatar,942935,MIQA00000PQA,QAR,major_indices,global_indices
romania,BET,BET,bet,14770,BETI,RON,major_indices,world_indices
romania,Bucharest BET-XT,Bucharest BET-XT,bucharest-bet-xt,28916,BETXT,RON,additional_indices,world_indices
russia,BNY Mellon Russia Classic ADR,BNY Mellon Russia Classic ADR,bny-russia-classic-adr,956057,BKCRU,USD,additional_indices,global_indices
russia,BNY Mellon Russia ADR TR,BNY Mellon Russia ADR Total Return,bny-russia-adr-tr,956051,BKRUT,USD,additional_indices,global_indices
russia,BNY Mellon Russia ADR,BNY Mellon Russia ADR,bny-russia-adr,955983,BKRU,USD,additional_indices,global_indices
russia,DJ Russia GDR EUR,Dow Jones Russia GDR EUR,dj-russia-gdr-eur,954512,DJRUSG,EUR,additional_indices,global_indices
russia,Dow Jones Russia Gdr USD,Dow Jones Russia Gdr USD,dow-jones-russia-gdr-usd,943744,DJRUSGD,USD,additional_indices,global_indices
russia,TR Russia 50,Thomson Reuters Russia 50,thomson-reuters-russia-50,941637,TRX50RUP,RUB,additional_indices,global_indices
russia,MSCI Russia ADR/GDR,MSCI Russia ADR/GDR,msci-russia-adr-gdr-index,941414,MIRU0000HPUS,USD,additional_indices,global_indices
russia,RTSI,RTSI,rtsi,13665,IRTS,USD,major_indices,world_indices
russia,MOEX,MOEX Russia,mcx,13666,IMOEX,RUB,major_indices,world_indices
russia,MSCI Russia Adr-Gdr USD TR,MSCI Russia Adr-Gdr USD TR,msci-russia-adr-gdr-usd-tr,941352,MIRU0000HNUS,USD,additional_indices,global_indices
russia,MOEX Blue Chip,MOEX Blue Chip,rts-standard,19689,MOEXBC,RUB,additional_indices,world_indices
russia,Russian VIX,Russian VIX,russian-vix,946030,RVI,RUB,additional_indices,world_indices
russia,MOEX 10,MOEX 10,mcx10,13667,MOEX10,RUB,additional_indices,world_indices
rwanda,Rwanda Share,Rwanda Share,rwanda-share,41168,RSIRW,RWF,additional_indices,world_indices
rwanda,Rwanda All Share,Rwanda All Share,rwanda-all-share,41167,ALSIRW,RWF,major_indices,world_indices
saudi arabia,Tadawul All Share,Tadawul All Share,tasi,11319,TASI,SAR,major_indices,world_indices
serbia,Belex 15,Belex 15,belex-15,945510,BELEX15,RSD,major_indices,world_indices
singapore,BNY Mellon Singapore Classic ADR TR,BNY Mellon Singapore Classic ADR Total Return,bny-singapore-classic-adr-tr,956095,BKCSGT,USD,additional_indices,global_indices
singapore,BNY Mellon Singapore Classic ADR,BNY Mellon Singapore Classic ADR,bny-singapore-classic-adr,956038,BKCSG,USD,additional_indices,global_indices
singapore,MSCI Singapore Free,MSCI Singapore Free,msci-singapore-free-sgd,941420,SIMSCI,SGD,additional_indices,global_indices
singapore,MSCI Singapore Free SGD TR,MSCI Singapore Free SGD TR,msci-singapore-free-sgd-tr,941369,MISG0000FNSG,SGD,additional_indices,global_indices
singapore,DJ Singapore USD,Dow Jones Singapore USD,dj-singapore-usd,954750,SGDOWD,USD,major_indices,global_indices
singapore,DJ Singapore,Dow Jones Singapore,dj-singapore,954749,SGDOW,SGD,major_indices,global_indices
singapore,MSCI Singapore,MSCI Singapore,msci-singapore,942900,MSCISG,SGD,major_indices,global_indices
singapore,MSCI Singapore,MSCI Singapore,simsci,100148,MISG0000FPSG,SGD,additional_indices,world_indices
singapore,FTSE Singapore,FTSE Singapore,ftse-singapore,28869,FTWISGPL,SGD,additional_indices,world_indices
singapore,STI Index,FTSE Straits Times Singapore,singapore-straits-time,40006,STI,SGD,major_indices,world_indices
slovakia,SAX,SAX,sax,41155,SAX,EUR,major_indices,world_indices
slovenia,Blue-Chip SBITOP,Blue-Chip SBITOP,blue-chip-sbitop,29149,SBITOP,EUR,major_indices,world_indices
south africa,FTSE/JSE Top 40,FTSE/JSE Top 40,ftse-jse-top-40,41043,JTOPI,ZAR,major_indices,world_indices
south africa,South Africa 40,Investing.com South Africa 40,investing.com-south-africa-40,956501,invsaf40,ZAR,major_indices,world_indices
south africa,MSCI South Africa,MSCI South Africa,msci-south-africa,942927,MIZA00000PZA,ZAR,major_indices,global_indices
south africa,MSCI South Africa NR USD,MSCI South Africa NR USD,msci-souch-africa-nr-usd,951403,MIZA00000NUS,USD,major_indices,global_indices
south africa,DJ South Africa,Dow Jones South Africa,dj-south-africa,954860,ZADOW,ZAR,major_indices,global_indices
south africa,DJ South Africa USD,Dow Jones South Africa USD,dj-south-africa-usd,954861,ZADOWD,USD,major_indices,global_indices
south africa,TR South Africa 50,Thomson Reuters South Africa 50,thomson-reuters-south-africa-50,941634,TRX50ZAP,ZAR,additional_indices,global_indices
south africa,FTSE JSE Shr Top 40,FTSE JSE Shr Top 40,ftse-jse-shr-top-40,951272,FTJ140,ZAR,additional_indices,global_indices
south africa,BNY Mellon South Africa ADR,BNY Mellon South Africa ADR,bny-south-africa-adr,955999,BKZA,USD,additional_indices,global_indices
south africa,BNY Mellon South Africa ADR TR,BNY Mellon South Africa ADR Total Return,bny-south-africa-adr-tr,956052,BKZAT,USD,additional_indices,global_indices
south africa,BNY Mellon South Africa Classic ADR,BNY Mellon South Africa Classic ADR,bny-south-africa-classic-adr,956042,BKCZA,USD,additional_indices,global_indices
south africa,FTSE South Africa,FTSE South Africa,ftse-south-africa,28887,FTWIZAFL,ZAR,additional_indices,world_indices
south africa,FTSE/JSE All Share,FTSE/JSE All Share,ftse-jse-all-share,49580,JALSH,ZAR,additional_indices,world_indices
south africa,BNY Mellon South Africa Classic ADR TR,BNY Mellon South Africa Classic ADR Total Return,bny-south-africa-classic-adr-tr,956103,BKCZAT,USD,additional_indices,global_indices
south korea,FTSE Korea,FTSE Korea,ftse-korea,29072,FTWIKORL,KRW,additional_indices,world_indices
south korea,KRX 100,KRX 100,krx-100,49659,KRX100,KRW,additional_indices,world_indices
south korea,KOSPI Small Sized,KOSPI Small Sized,kospi-small-sized,49662,KS63,KRW,additional_indices,world_indices
south korea,KOSPI Medium Sized,KOSPI Medium Sized,kospi-medium-sized,49665,KS62,KRW,additional_indices,world_indices
south korea,KOSPI Large Sized,KOSPI Large Sized,kospi-large-sized,49664,KS61,KRW,additional_indices,world_indices
south korea,KOSPI 200,KOSPI 200,kospi-200,37427,KS200,KRW,additional_indices,world_indices
south korea,KOSPI 100,KOSPI 100,kospi-100,49660,KS100,KRW,additional_indices,world_indices
south korea,KQ 100,KOSDAQ 100,kosdaq-100,980237,KQ100,KRW,additional_indices,world_indices
south korea,KOSDAQ,KOSDAQ,kosdaq,38016,KQ11,KRW,additional_indices,world_indices
south korea,KOSPI 50,KOSPI 50,kospi-50,49661,KS50,KRW,major_indices,world_indices
south korea,KOSPI,KOSPI,kospi,37426,KS11,KRW,major_indices,world_indices
south korea,MSCI Korea,MSCI Korea,msci-korea,942921,MIKR00000PKR,KRW,major_indices,global_indices
south korea,MSCI Korea Net USD,MSCI Korea Net USD,msci-korea-net-usd,951350,MIKR00000NUS,USD,major_indices,global_indices
south korea,DJ South Korea,Dow Jones South Korea,dj-south-korea,954719,KRDOW,KRW,major_indices,global_indices
south korea,TR Korea 50,Thomson Reuters Korea 50,thomson-reuters-korea-50,941636,TRX50KRP,KRW,additional_indices,global_indices
south korea,DJ Korea Titans 30 USD TR,DJ South Korea Titans 30 USD TR,dj-kr-ttns30-t,943753,KR30DT,USD,additional_indices,global_indices
south korea,DJ South Korea Titans 30 KRW,Dow Jones South Korea Titans 30 KRW,dj-south-korea-titans-30-krw,954717,KR30,KRW,additional_indices,global_indices
south korea,DJ South Korea Titans 30 USD,Dow Jones South Korea Titans 30 USD,dj-south-korea-titans-30-usd,954718,KR30D,USD,additional_indices,global_indices
south korea,DJ South Korea USD,Dow Jones South Korea USD,dj-south-korea-usd,954720,KRDOWD,USD,additional_indices,global_indices
south korea,BNY Mellon Korea ADR,BNY Mellon Korea ADR,bny-korea-adr,955973,BKKR,USD,additional_indices,global_indices
south korea,BNY Mellon Korea ADR TR,BNY Mellon Korea ADR Total Return,bny-korea-adr-tr,956055,BKKRT,USD,additional_indices,global_indices
south korea,BNY Mellon South Korea DR TR,BNY Mellon South Korea DR Total Return,bny-south-korea-dr-tr,956106,BKDKRT,USD,additional_indices,global_indices
south korea,BNY Mellon South Korea GDR TR,BNY Mellon South Korea GDR Total Return,bny-south-korea-gdr-tr,956120,BKGKRT,USD,additional_indices,global_indices
spain,MSCI Spain Net EUR,MSCI Spain Net EUR,msci-spain-net-eur,951316,MIES00000NEU,EUR,major_indices,global_indices
spain,DJ Spain Titans 30 EUR,Dow Jones Spain Titans 30 EUR,dj-spain-titans-30-eur,954684,ES30,EUR,major_indices,global_indices
spain,DJ Spain,Dow Jones Spain,dj-spain,954686,ESDOW,EUR,major_indices,global_indices
spain,DJ Spain USD,Dow Jones Spain USD,dj-spain-usd,954687,ESDOWD,USD,major_indices,global_indices
spain,DJ Spain Titans 30 USD,Dow Jones Spain Titans 30 USD,dj-spain-titans-30-usd,954685,ES30D,USD,additional_indices,global_indices
spain,BNY Mellon Spain ADR,BNY Mellon Spain ADR,bny-spain-adr,955988,BKES,USD,additional_indices,global_indices
spain,BNY Mellon Spain ADR TR,BNY Mellon Spain ADR Total Return,bny-spain-adr-tr,956037,BKEST,USD,additional_indices,global_indices
spain,MSCI Spain,MSCI Spain,msci-spain,942912,MIES00000PEU,EUR,major_indices,global_indices
spain,IBEX Small Cap,IBEX Small Cap,ibex-small-cap,24229,IBEXS,EUR,additional_indices,world_indices
spain,IBEX Medium Cap,IBEX Medium Cap,ibex-medium-cap,24226,IBEXC,EUR,additional_indices,world_indices
spain,General Madrid,General Madrid,general-madrid,24228,SMSI,EUR,additional_indices,world_indices
spain,FTSE Latibex,FTSE Latibex,ftse-latibex,24227,IBEXL,EUR,additional_indices,world_indices
spain,IBEX 35,IBEX 35,spain-35,174,IBEX,EUR,major_indices,world_indices
sri lanka,MSCI Sri Lanka,MSCI Sri Lanka,msci-sri-lanka,942936,MILK00000PLK,LKR,major_indices,global_indices
sri lanka,CSE All-Share,CSE All-Share,cse-all-share,29151,CSE,LKR,major_indices,world_indices
sweden,DJ Sweden USD,Dow Jones Sweden USD,dj-sweden-usd,954748,SEDOWD,USD,major_indices,global_indices
sweden,MSCI Sweden,MSCI Sweden,msci-sweden,942899,MISE00000PSE,SEK,major_indices,global_indices
sweden,DJ Sweden Titans 30,Dow Jones Sweden Titans 30,dj-sweden-titans-30,954745,SE30,SEK,major_indices,global_indices
sweden,DJ Sweden,Dow Jones Sweden,dj-sweden,954747,SEDOW,SEK,major_indices,global_indices
sweden,DJ Sweden Titans 30 USD,Dow Jones Sweden Titans 30 USD,dj-sweden-titans-30-usd,954746,SE30D,USD,additional_indices,global_indices
sweden,BNY Mellon Sweden Classic ADR,BNY Mellon Sweden Classic ADR,bny-sweden-classic-adr,956068,BKCSW,USD,additional_indices,global_indices
sweden,BNY Mellon Sweden Classic ADR TR,BNY Mellon Sweden Classic ADR Total Return,bny-sweden-classic-adr-tr,956119,BKCSWT,USD,additional_indices,global_indices
sweden,OMXS30,OMX Stockholm 30,omx-stockholm-30,25685,OMXS30,SEK,major_indices,world_indices
sweden,OMX Nordic 40,OMX Nordic 40,omx-nordic-40,25684,OMXN40,EUR,additional_indices,world_indices
sweden,OMX Stockholm,OMX Stockholm,omx-stockholm,25683,OMXSPI,SEK,additional_indices,world_indices
sweden,OMX Stockholm Benchmark,OMX Stockholm Benchmark,omx-stockholm-benchmark,25681,OMXSBPI,SEK,additional_indices,world_indices
sweden,OMX Stockholm Mid Cap,OMX Stockholm Mid Cap,omx-stockholm-mid-cap,25682,OMXSMCPI,SEK,additional_indices,world_indices
sweden,OMX Stockholm Small Cap,OMX Stockholm Small Cap,omx-stockholm-small-cap,25680,OMXSSCPI,SEK,additional_indices,world_indices
switzerland,FTSE Switzerland,FTSE Switzerland,ftse-switzerland,28826,FTWICHEL,CHF,additional_indices,world_indices
switzerland,MSCI Switzerland,MSCI Switzerland,msci-switzerland,942902,MICH00000PCH,CHF,major_indices,global_indices
switzerland,SMI,SMI,switzerland-20,176,SSMI,CHF,major_indices,world_indices
switzerland,DJ Switzerland,Dow Jones Switzerland,dj-switzerland,954226,CHDOW,CHF,major_indices,global_indices
switzerland,Swiss Mid Price,Swiss Mid Price,swiss-mid,49472,SMIM,CHF,additional_indices,world_indices
switzerland,Swiss All Share Cumulative Dividend,Swiss All Share Cumulative Dividend,swiss-allshare,49474,SSIR,CHF,additional_indices,world_indices
switzerland,DJ Switzerland Titans 30 USD,Dow Jones Switzerland Titans 30 USD,dj-switzerland-titans-30-usd,954225,CH30D,USD,additional_indices,global_indices
switzerland,DJ Switzerland USD,Dow Jones Switzerland USD,dj-switzerland-usd,954227,CHDOWD,USD,additional_indices,global_indices
switzerland,DJ Switzerland Titans 30,Dow Jones Switzerland Titans 30,dj-switzerland-titans-30,954224,CH30,CHF,additional_indices,global_indices
switzerland,BNY Mellon Switzerland Classic ADR,BNY Mellon Switzerland Classic ADR,bny-switzerland-classic-adr,956013,BKCCH,USD,additional_indices,global_indices
switzerland,BNY Mellon Switzerland ADR TR,BNY Mellon Switzerland ADR Total Return,bny-switzerland-adr-tr,956015,BKCHT,USD,additional_indices,global_indices
switzerland,BNY Mellon Switzerland Classic ADR TR,BNY Mellon Switzerland Classic ADR Total Return,bny-switzerland-classic-adr-tr,956146,BKCCHT,USD,additional_indices,global_indices
switzerland,BNY Mellon Switzerland ADR,BNY Mellon Switzerland ADR,bny-switzerland-adr,955969,BKCH,USD,additional_indices,global_indices
taiwan,TPEx 50,TPEx 50,tpex-50,1013367,GTSM50,TWD,major_indices,world_indices
taiwan,Taiwan Weighted,Taiwan Weighted,taiwan-weighted,38017,TWII,TWD,major_indices,world_indices
taiwan,BNY Mellon Taiwan DR TR,BNY Mellon Taiwan DR Total Return,bny-taiwan-dr-tr,956135,BKDTWT,USD,additional_indices,global_indices
taiwan,BNY Taiwan DR,BNY Mellon Taiwan DR,bny-taiwan-gdr-tr,956093,BKDTW,USD,additional_indices,global_indices
taiwan,BNY Mellon Taiwan ADR TR,BNY Mellon Taiwan ADR Total Return,bny-taiwan-adr-tr,956076,BKTWT,USD,additional_indices,global_indices
taiwan,BNY Mellon Taiwan ADR,BNY Mellon Taiwan ADR,bny-taiwan-adr,955970,BKTW,USD,additional_indices,global_indices
taiwan,MSCI Taiwan Net USD,MSCI Taiwan Net USD,msci-taiwan-net-usd,951209,MITW00000NUS,USD,additional_indices,global_indices
taiwan,DJ Taiwan USD,Dow Jones Taiwan USD,dj-taiwan-usd,954758,TWDOWD,USD,major_indices,global_indices
taiwan,DJ Taiwan,Dow Jones Taiwan,dj-taiwan,954757,TWDOW,TWD,major_indices,global_indices
taiwan,FTSE TWSE Taiwan MidCap 100,FTSE TWSE Taiwan Mid Cap 100,ftse-twse-taiwan-mid-cap-100,29172,TSE100M,TWD,additional_indices,world_indices
taiwan,MSCI Taiwan,MSCI Taiwan,msci-taiwan,100150,MSCITW,TWD,additional_indices,world_indices
taiwan,TPEx,TPEx,tpex,1013366,TWOII,TWD,additional_indices,world_indices
taiwan,TSEC Taiwan 50,TSEC Taiwan 50,tsec-taiwan-50,29181,TSE50,TWD,additional_indices,world_indices
tanzania,Tanzania All Share,Tanzania All Share,tanzania-all-share,41164,DSEI,TZS,major_indices,world_indices
thailand,SET,SET Index,thailand-set,38015,SETI,THB,major_indices,world_indices
thailand,MSCI Thailand,MSCI Thailand,msci-thailand,942928,MITH00000PTH,THB,major_indices,global_indices
thailand,FTSE SET All-Share,FTSE SET All-Share,ftse-set-all-share,29182,FTFSTHA,THB,additional_indices,world_indices
thailand,FTSE SET Mid Cap,FTSE SET Mid Cap,ftse-set-mid-cap,29183,FTFSTHM,THB,additional_indices,world_indices
thailand,FTSE SET Mid Small Cap,FTSE SET Mid Small Cap,ftse-set-mid-small-cap,29184,FTFSTHMS,THB,additional_indices,world_indices
thailand,FTSE SET Shariah,FTSE SET Shariah,ftse-set-shariah,29185,FTFSTSH,THB,additional_indices,world_indices
thailand,MAI,MAI,mai,41045,MAII,THB,additional_indices,world_indices
thailand,SET 100,SET 100,set-100,41047,SET100,THB,additional_indices,world_indices
thailand,SET 50,SET 50,set-50,41049,SET50,THB,additional_indices,world_indices
thailand,MSCI Thailand NR USD,MSCI Thailand NR USD,msci-thailand-nr-usd,951371,MITH00000NUS,USD,additional_indices,global_indices
thailand,FTSE SET Large Cap,FTSE SET Large Cap,ftse-set-large-cap,29186,FTFSTHL,THB,additional_indices,world_indices
tunisia,Tunindex20,Tunindex20,tunindex20,948432,TUNINDEX20,TND,major_indices,world_indices
tunisia,Tunindex,Tunindex,tunindex,18823,TUNINDEX,TND,major_indices,world_indices
turkey,BIST All-100,BIST All-100,ise-all-100,19163,XTUMY,TRY,additional_indices,world_indices
turkey,BIST All Shares,BIST All Shares,ise-all-shares,19162,XUTUM,TRY,additional_indices,world_indices
turkey,BIST 50,BIST 50,ise-50,19157,XU050,TRY,additional_indices,world_indices
turkey,BIST 30,BIST 30,ise-30,19158,XU030,TRY,additional_indices,world_indices
turkey,MSCI Turkey,MSCI Turkey,msci-turkey,942929,MITR00000PTR,TRY,major_indices,global_indices
turkey,DJ Turkey Titans 20 EUR,DJ Turkey Titans 20 EUR,dj-turkey-titans-20,951254,TR20E,EUR,major_indices,global_indices
turkey,MSCI Turkey Net EUR,MSCI Turkey Net EUR,msci-turkey-net-eur,951372,MITR00000NEU,EUR,major_indices,global_indices
turkey,DJ Turkey Titans 20 TRY,Dow Jones Turkey Titans 20,dj-turkey-titans-20-try,954756,TR20,TRY,major_indices,global_indices
turkey,TR Turkey 50,Thomson Reuters Turkey 50,thomson-reuters-turkey-50,941638,TRX50TRP,TRY,additional_indices,global_indices
turkey,DJ Turkey Titans 20 TR USD,DJ Turkey Titans 20 TR USD,dj-turkey-titans-20-tr,943764,TR20DT,USD,additional_indices,global_indices
turkey,DJ Turkey Titans 20 TR TRY,DJ Turkey Titans 20 TR TRY,dj-turkey-titans-20-tr-try,951255,TR20T,TRY,additional_indices,global_indices
turkey,BNY Turkey Classic ADR,BNY Mellon Turkey Classic ADR,bny-turkey-adr,955978,BKCTR,USD,additional_indices,global_indices
turkey,BNY Turkey Classic ADR TR,BNY Mellon Turkey Classic ADR TR,bny-turkey-adr-tr,956045,BKCTRT,USD,additional_indices,global_indices
turkey,BIST 100,BIST 100,ise-100,19155,XU100,TRY,major_indices,world_indices
turkey,BIST 100-30,BIST 100-30,ise-100-30,19160,XYUZO,TRY,additional_indices,world_indices
uganda,Uganda All Share,Uganda All Share,uganda-all-share,41111,ALSIUG,UGX,major_indices,world_indices
ukraine,PFTS,PFTS,pfts,29191,PFTSI,UAH,major_indices,world_indices
united arab emirates,FTSE NASDAQ Dubai UAE 20 USD,FTSE NASDAQ Dubai UAE 20 USD,ftse-nasdaq-dubai-uae-20-usd,28899,FTDUAE,USD,additional_indices,global_indices
united arab emirates,FTSE NASDAQ Dubai UAE 20,FTSE NASDAQ Dubai UAE 20,ftse-nasdaq-dubai-uae-20,28895,FTDUAED,USD,additional_indices,global_indices
united arab emirates,MSCI United Arab Emirates,MSCI United Arab Emirates,msci-united-arab-emirates,942937,MIAE00000PAE,AED,major_indices,global_indices
united kingdom,DJ UK USD,Dow Jones UK USD,dj-uk-usd,954695,GBDOWD,USD,major_indices,global_indices
united kingdom,DJ UK,Dow Jones UK,dj-uk,954694,GBDOW,GBP,major_indices,global_indices
united kingdom,TR UK 50,Thomson Reuters United Kingdom 50,thomson-reuters-united-kingdom-50,941626,TRX50GBP,GBP,major_indices,global_indices
united kingdom,BNY Mellon United Kingdom Classic ADR TR,BNY Mellon United Kingdom Classic ADR Total Return,bny-united-kingdom-classic-adr-tr,956129,BKCGBT,USD,additional_indices,global_indices
united kingdom,BNY Mellon United Kingdom ADR TR,BNY Mellon United Kingdom ADR Total Return,bny-united-kingdom-adr-tr,956048,BKGBT,USD,additional_indices,global_indices
united kingdom,BNY Mellon United Kingdom Classic ADR,BNY Mellon United Kingdom Classic ADR,bny-united-kingdom-classic-adr,956033,BKCGB,USD,additional_indices,global_indices
united kingdom,BNY Mellon United Kingdom ADR,BNY Mellon United Kingdom ADR,bny-united-kingdom-adr,955987,BKGB,USD,additional_indices,global_indices
united kingdom,DJ U.K. Titans 50 EUR,Dow Jones UK Titans 50 EUR,dj-u.k.-titans-50-eur,954761,UK50E,EUR,additional_indices,global_indices
united kingdom,DJ U.K. Titans 50 USD,Dow Jones UK Titans 50 USD,dj-u.k.-titans-50-usd,954760,UK50D,USD,additional_indices,global_indices
united kingdom,DJ UK Titans 50,Dow Jones UK Titans 50,dj-uk-titans-50,954759,UK50,GBP,additional_indices,global_indices
united kingdom,MSCI United Kingdom,MSCI United Kingdom,msci-united-kingdom,942913,MIGB00000PGB,GBP,major_indices,global_indices
united kingdom,FTSE 100,FTSE 100,uk-100,27,FTSE,GBP,major_indices,world_indices
united kingdom,FTSE 250,FTSE 250,uk-250,11763,FTMC,GBP,additional_indices,world_indices
united kingdom,FTSE 350,FTSE 350,ftse-350,27399,FTLC,GBP,additional_indices,world_indices
united kingdom,FTSE AIM All Share,FTSE AIM All Share,ftse-aim-all-share,27376,FTAI,GBP,additional_indices,world_indices
united kingdom,FTSE All-Share,FTSE All-Share,ftse-all-share,27322,FTAS,GBP,additional_indices,world_indices
united kingdom,FTSE SmallCap,FTSE SmallCap,ftse-smallcap,27454,FTSC,GBP,additional_indices,world_indices
united kingdom,UK 100,Investing.com United Kingdom 100,investing.com-uk-100,956500,invuk100,GBP,additional_indices,world_indices
united kingdom,FTSE TechMARK Focus,FTSE TechMARK Focus,ftse-techmark-100,27458,FTT1X,GBP,additional_indices,world_indices
united states,Dow 30,Dow Jones Industrial Average,us-30,169,DJI,USD,major_indices,world_indices
united states,Nasdaq 100,Nasdaq 100,nq-100,20,NDX,USD,major_indices,world_indices
united states,Nasdaq,NASDAQ Composite,nasdaq-composite,14958,IXIC,USD,major_indices,world_indices
united states,S&P 500,S&P 500,us-spx-500,166,SPX,USD,major_indices,world_indices
united states,S&P 500 VIX,CBOE Volatility Index,volatility-s-p-500,44336,VIX,USD,additional_indices,world_indices
united states,DJ Composite,Dow Jones Composite,dj-composite-average,19943,DJA,USD,additional_indices,world_indices
united states,DJ Transportation,Dow Jones Transportation,dj-transportation-average,19941,DJT,USD,additional_indices,world_indices
united states,DJ Utility,Dow Jones Utility,dj-utility-average,19942,DJU,USD,additional_indices,world_indices
united states,NYSE AMEX Composite,NYSE AMEX Composite,nyse-market-composite,27652,XAX,USD,additional_indices,world_indices
united states,NYSE Composite,NYSE Composite,nyse-composite,27604,NYA,USD,additional_indices,world_indices
united states,OTCM ADR,OTCM ADR,otcm-adr,941623,OTCDR,USD,additional_indices,world_indices
united states,OTCM QX ADR 30,OTCM QX ADR 30,otcm-qx-adr-30,941622,OTCQX30,USD,additional_indices,world_indices
united states,S&P 100,S&P 100,s-p-100,40821,OEX,USD,additional_indices,world_indices
united states,SmallCap 2000,US SmallCap 2000,smallcap-2000,170,RUT,USD,additional_indices,world_indices
united states,TR US 50,Thomson Reuters United States 50,thomson-reuters-united-states-50,941639,TRX50USP,USD,additional_indices,global_indices
united states,MSCI USA,MSCI USA,msci-usa,942908,MIUS00000PUS,USD,additional_indices,global_indices
united states,Russell Midcap NR,Russell Midcap NR,russell-midcap-nr,951225,RUMNU,USD,additional_indices,global_indices
united states,MSCI US Net EUR,MSCI US Net EUR,msci-us-net-eur,951375,MIUS00000NEU,EUR,major_indices,global_indices
united states,MSCI US Net USD,MSCI US Net USD,msci-us-net-usd,951376,MIUS00000NUS,USD,major_indices,global_indices
venezuela,Bursatil,Bursatil,bursatil,49748,IBC,VES,major_indices,world_indices
venezuela,Merinvest Composite,Merinvest Composite,merinvest-composite,29193,MRCP,VES,additional_indices,world_indices
vietnam,VN100,VN100,vn100,995068,VNI100,VND,additional_indices,world_indices
vietnam,VN,VN,vn,41063,VNI,VND,additional_indices,world_indices
vietnam,HNX,HNX,hnx,41062,HNXI,VND,additional_indices,world_indices
vietnam,FTSE Vietnam All,FTSE Vietnam All,ftse-vietnam-all,29197,FTFVAS,VND,additional_indices,world_indices
vietnam,VN 30,VN 30,vn-30,41064,VNI30,VND,major_indices,world_indices
vietnam,HNX 30,HNX 30,hnx-30,995072,HNX30,VND,major_indices,world_indices
vietnam,FTSE Vietnam,FTSE Vietnam,ftse-vietnam,29196,FTFVTT,VND,additional_indices,world_indices
world,FTSE World,FTSE World,ftse-world,961590,FTWORLDSR,USD,major_indices,global_indices
world,FTSE BBC Global 30,FTSE BBC Global 30,ftse-bbc-global-30,961216,FTBBC30,GBP,major_indices,global_indices
world,FTSE Asia Pacific,FTSE Asia Pacific,ftse-asia-pacific,961207,FTAWPACSR,USD,major_indices,global_indices
world,FTSE All World,FTSE All World,ftse-all-world,961206,FTAWORLDSR,USD,major_indices,global_indices
world,NQ Global,NASDAQ Global,nq-global,957489,NQGI,USD,major_indices,global_indices
world,BNY Mellon International 100 ADR,BNY Mellon International 100 ADR,bny-international-100-adr,956137,BKTADR,USD,major_indices,global_indices
world,DJ Global,Dow Jones Global,dj-global,954766,W1DOW,USD,major_indices,global_indices
world,The Global Dow EUR,The Global Dow EUR,the-global-dow-eur,954697,GDOWE,EUR,major_indices,global_indices
world,The Global Dow USD,The Global Dow USD,the-global-dow-usd,954696,GDOW,USD,major_indices,global_indices
world,MSCI World,MSCI World,msci-world,942959,MIWO00000PUS,USD,major_indices,global_indices
world,MSCI AC World Equity,MSCI All-Country World Equity Index,msci-world-stock,941023,MIWD00000PUS,USD,major_indices,global_indices
world,FTSE Global 100,FTSE Global 100,ftse-global-100,49434,FTMN1XR,USD,major_indices,global_indices
world,S&P Global 100,S&P Global 100,s-p-global-100,27609,OOI,USD,major_indices,global_indices
world,FTSE4Good Global 100,FTSE4Good Global 100,ftse4good-global-100,961149,FT4GDGLOB100,USD,major_indices,global_indices
world,L&S DAX,L&S DAX,l-s-dax,965078,DAX=LUSG,EUR,additional_indices,global_indices
